2018-03-10 10:24:05	INFO	hifa_wvrgcalflag::pipeline.infrastructure.basetask::	Starting execution for stage 9
2018-03-10 10:24:10	INFO	hifa_wvrgcalflag::pipeline.hifa.heuristics.wvrgcal::	WVR data_desc_id is [4]
2018-03-10 10:24:10	INFO	hifa_wvrgcalflag::pipeline.hifa.heuristics.wvrgcal::	science spws are: [22, 24, 26]
2018-03-10 10:24:13	INFO	hifa_wvrgcalflag::pipeline.hifa.heuristics.wvrgcal::	median WVR integration time: 1.152
2018-03-10 10:24:15	INFO	hifa_wvrgcalflag::pipeline.hifa.heuristics.wvrgcal::	SpW 22 median science integration time: 6.048
2018-03-10 10:24:18	INFO	hifa_wvrgcalflag::pipeline.hifa.heuristics.wvrgcal::	SpW 24 median science integration time: 6.048
2018-03-10 10:24:22	INFO	hifa_wvrgcalflag::pipeline.hifa.heuristics.wvrgcal::	SpW 26 median science integration time: 6.048
2018-03-10 10:24:22	INFO	hifa_wvrgcalflag::pipeline.hifa.heuristics.wvrgcal::	Calibrator: J0239-0234 distance from target: 2.66655550157deg
2018-03-10 10:24:22	INFO	hifa_wvrgcalflag::pipeline.hifa.heuristics.wvrgcal::	phase calibrators tied to target: ['J0239-0234']
2018-03-10 10:24:22	INFO	hifa_wvrgcalflag::pipeline.hifa.heuristics.wvrgcal::	MS taken after ['2013-01-21T00:00:00']: toffset = 0
2018-03-10 10:24:22	INFO	hifa_wvrgcalflag::pipeline.infrastructure.jobrequest::	Executing wvrgcal(minnumants=2, segsource=True, sourceflag=[], spw=[22, 24, 26], vis='uid___A002_Xc27dd7_X2fc3.ms', wvrspw=[4], disperse=False, refant=['DA49', 'DA41', 'DA59', 'DV18', 'PM04', 'DA48', 'DA53', 'DA52', 'DA55', 'DA47', 'DV22', 'DV08', 'DV11', 'DA54', 'DV17', 'DA56', 'DV25', 'DV04', 'DV01', 'DV24', 'DA45', 'DV06', 'DV20', 'DV19', 'DV14', 'DA63', 'DA65', 'DV05', 'DA57', 'DV09', 'DV16', 'DA44', 'DA62', 'DA58', 'DV03', 'DV02', 'DA50', 'PM02', 'DA43', 'DV12', 'DV10', 'DA42', 'DA51', 'DA46', 'DV13', 'DV23'], scale=1.0, nsol=1, caltable='uid___A002_Xc27dd7_X2fc3.ms.hifa_wvrgcalflag.s9_4.sm6_048s.wvrcal.tbl', smooth='6.048s', mingoodfrac=0.8, maxdistm=500.0, tie=['J0239-0234,NGC1068'], toffset=0, wvrflag=[])
2018-03-10 10:24:22	INFO	wvrgcal::::	
2018-03-10 10:24:22	INFO	wvrgcal::::+	##########################################
2018-03-10 10:24:22	INFO	wvrgcal::::+	##### Begin Task: wvrgcal            #####
2018-03-10 10:24:22	INFO	wvrgcal::::	wvrgcal(vis="/opt/dared/opt/c5r1/mnt/dataproc/2016.1.00023.S_2018_03_09T13_37_06.344/SOUS_uid___A001_X87d_X495/GOUS_uid___A001_X87d_X496/MOUS_uid___A001_X87d_X497/working/uid___A002_Xc27dd7_X2fc3.ms",caltable="/opt/dared/opt/c5r1/mnt/dataproc/2016.1.00023.S_2018_03_09T13_37_06.344/SOUS_uid___A001_X87d_X495/GOUS_uid___A001_X87d_X496/MOUS_uid___A001_X87d_X497/working/uid___A002_Xc27dd7_X2fc3.ms.hifa_wvrgcalflag.s9_4.sm6_048s.wvrcal.tbl",toffset=0,segsource=True,sourceflag=[],
2018-03-10 10:24:22	INFO	wvrgcal::::+	        tie=['J0239-0234,NGC1068'],nsol=1,disperse=False,wvrflag=[],statfield="",
2018-03-10 10:24:22	INFO	wvrgcal::::+	        statsource="",smooth="6.048s",scale=1.0,spw=[22, 24, 26],wvrspw=[4],
2018-03-10 10:24:22	INFO	wvrgcal::::+	        reversespw="",cont=False,maxdistm=500.0,minnumants=2,mingoodfrac=0.8,
2018-03-10 10:24:22	INFO	wvrgcal::::+	        usefieldtab=False,refant=['DA49', 'DA41', 'DA59', 'DV18', 'PM04', 'DA48', 'DA53', 'DA52', 'DA55', 'DA47', 'DV22', 'DV08', 'DV11', 'DA54', 'DV17', 'DA56', 'DV25', 'DV04', 'DV01', 'DV24', 'DA45', 'DV06', 'DV20', 'DV19', 'DV14', 'DA63', 'DA65', 'DV05', 'DA57', 'DV09', 'DV16', 'DA44', 'DA62', 'DA58', 'DV03', 'DV02', 'DA50', 'PM02', 'DA43', 'DV12', 'DV10', 'DA42', 'DA51', 'DA46', 'DV13', 'DV23'],offsetstable="")
2018-03-10 10:24:22	INFO	wvrgcal::::	Running wvrgcal standalone invoked as:
2018-03-10 10:24:22	INFO	wvrgcal::::	wvrgcal --ms /opt/dared/opt/c5r1/mnt/dataproc/2016.1.00023.S_2018_03_09T13_37_06.344/SOUS_uid___A001_X87d_X495/GOUS_uid___A001_X87d_X496/MOUS_uid___A001_X87d_X497/working/uid___A002_Xc27dd7_X2fc3.ms --output /opt/dared/opt/c5r1/mnt/dataproc/2016.1.00023.S_2018_03_09T13_37_06.344/SOUS_uid___A001_X87d_X495/GOUS_uid___A001_X87d_X496/MOUS_uid___A001_X87d_X497/working/uid___A002_Xc27dd7_X2fc3.ms.hifa_wvrgcalflag.s9_4.sm6_048s.wvrcal.tbl_unsmoothed --toffset 0 --segsource --tie "J0239-0234,NGC1068" --spw 22 --spw 24 --spw 26 --wvrspw 4 --refant "DA49" --refant "DA41" --refant "DA59" --refant "DV18" --refant "PM04" --refant "DA48" --refant "DA53" --refant "DA52" --refant "DA55" --refant "DA47" --refant "DV22" --refant "DV08" --refant "DV11" --refant "DA54" --refant "DV17" --refant "DA56" --refant "DV25" --refant "DV04" --refant "DV01" --refant "DV24" --refant "DA45" --refant "DV06" --refant "DV20" --refant "DV19" --refant "DV14" --refant "DA63" --refant "DA65" --refant "DV05" --refant "DA57" --refant "DV09" --refant "DV16" --refant "DA44" --refant "DA62" --refant "DA58" --refant "DV03" --refant "DV02" --refant "DA50" --refant "PM02" --refant "DA43" --refant "DV12" --refant "DV10" --refant "DA42" --refant "DA51" --refant "DA46" --refant "DV13" --refant "DV23" --maxdistm 500.0 --minnumants 2 --mingoodfrac 0.8
2018-03-10 10:26:17	INFO	wvrgcal::::	
2018-03-10 10:26:17	INFO	wvrgcal::::	WVRGCAL  -- Version 2.1
2018-03-10 10:26:17	INFO	wvrgcal::::	
2018-03-10 10:26:17	INFO	wvrgcal::::	Developed by B. Nikolic at the University of Cambridge as part of EU FP6 ALMA Enhancement
2018-03-10 10:26:17	INFO	wvrgcal::::	Maintained and extended since 2013 by the European Southern Observatory as part of the ALMA project
2018-03-10 10:26:17	INFO	wvrgcal::::	GPLv2 License -- you have a right to the source code
2018-03-10 10:26:17	INFO	wvrgcal::::	
2018-03-10 10:26:17	INFO	wvrgcal::::	Will use the following WVR SPWs:
2018-03-10 10:26:17	INFO	wvrgcal::::	 4
2018-03-10 10:26:17	INFO	wvrgcal::::	Will produce solutions for the following SPWs:
2018-03-10 10:26:17	INFO	wvrgcal::::	 22 24 26
2018-03-10 10:26:17	INFO	wvrgcal::::	Choosing antenna 0 == DA41 as reference antenna for dTdL calculations.
2018-03-10 10:26:17	INFO	wvrgcal::::	Tying: J0239-0234 and NGC1068
2018-03-10 10:26:17	INFO	wvrgcal::::	Tied sets as numerical source IDs:
2018-03-10 10:26:17	INFO	wvrgcal::::	Tying: 2 and 4
2018-03-10 10:26:17	INFO	wvrgcal::::	       Retrieved parameters      
2018-03-10 10:26:17	INFO	wvrgcal::::	----------------------------------------------------------------
2018-03-10 10:26:17	INFO	wvrgcal::::	Evidence        PWV     PWV Error       dT1dL   dT2dL   dT3dL   dT4dL   
2018-03-10 10:26:17	INFO	wvrgcal::::	1.11407e-25     1.09534 0.0129866       7.18376 8.05197 5.05702 3.50094 
2018-03-10 10:26:17	INFO	wvrgcal::::	3.82972e-25     1.08436 0.0112497       7.41128 8.15836 5.1249  3.55146 
2018-03-10 10:26:17	INFO	wvrgcal::::	1.45395e-24     1.0616  0.00907091      10.6849 9.41339 5.38389 3.63867 
2018-03-10 10:26:17	INFO	wvrgcal::::	1.32955e-22     1.06984 0.00982245      9.69048 9.06793 5.32852 3.62797 
2018-03-10 10:26:17	INFO	wvrgcal::::	3.1371e-24      1.0335  0.00916823      10.88   9.48286 5.40555 3.65068 
2018-03-10 10:26:17	INFO	wvrgcal::::	7.23466e-24     0.97577 0.00837102      11.1223 9.58662 5.47344 3.7012  
2018-03-10 10:26:17	INFO	wvrgcal::::	5.34012e-27     0.922421        0.00754772      12.7237 10.0809 5.53315 3.70097 
2018-03-10 10:26:17	INFO	wvrgcal::::	2.20277e-24     0.902157        0.00774753      12.2164 9.95347 5.56118 3.74014 
2018-03-10 10:26:17	INFO	wvrgcal::::	1.64676e-23     0.900485        0.00733834      12.8427 10.1438 5.58828 3.74402 
2018-03-10 10:26:17	INFO	wvrgcal::::	
2018-03-10 10:26:17	INFO	wvrgcal::::	Times used for the statistics calculation (in seconds from first astro datum) 
2018-03-10 10:26:17	INFO	wvrgcal::::	-----------------------------------------------------------------------------
2018-03-10 10:26:17	INFO	wvrgcal::::	(0, 4912.69)
