2018-03-11 08:07:23	INFO	hifa_gfluxscale::pipeline.infrastructure.basetask::	Starting execution for stage 15
2018-03-11 08:07:24	INFO	hifa_gfluxscale::pipeline.hifa.tasks.fluxscale.gcorfluxscale::	Flux calibrator field(s) 'J0238+1636' in uid___A002_Xc27dd7_X2fc3.ms have no data with intent PHASE,BANDPASS,CHECK
2018-03-11 08:07:24	INFO	hifa_gfluxscale::pipeline.hifa.heuristics.fluxscale::	Calibrator is unresolved
2018-03-11 08:07:24	INFO	hifa_gfluxscale::pipeline.infrastructure.jobrequest::	Executing gaincal(solint='int', interp=['linear,linear', '', 'nearest', 'linearperobs,linearflag', 'linear,linear'], spw='22,24,26', vis='uid___A002_Xc27dd7_X2fc3.ms', calmode='p', intent='CALIBRATE_FLUX#ON_SOURCE', spwmap=[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16, 18, 20, 16, 16, 18, 18, 20, 20, 16, 16, 18, 18, 20, 20], [], [], [], []], refant='DA49', append=False, minblperant=2, gainfield=['nearest', '', '', '', 'nearest'], gaintype='G', caltable='uid___A002_Xc27dd7_X2fc3.ms.hifa_gfluxscale.s15_2.spw24_26_22.solintint.gpcal.tbl', minsnr=2.0, gaintable=['uid___A002_Xc27dd7_X2fc3.ms.h_tsyscal.s6_1.tsyscal.tbl', 'uid___A002_Xc27dd7_X2fc3.ms.hifa_antpos.s8_1.ants.tbl', 'uid___A002_Xc27dd7_X2fc3.ms.hifa_wvrgcalflag.s9_4.sm6_048s.wvrcal.tbl', 'uid___A002_Xc27dd7_X2fc3.ms.hifa_bandpassflag.s12_2.spw22_24_26.channel.solintinf.bcal.final.tbl', 'uid___A002_Xc27dd7_X2fc3.ms.hifa_spwphaseup.s13_3.spw22_24_26.solintinf.gpcal.tbl'], field='J0238+1636', antenna='0~45', solnorm=False)
2018-03-11 08:07:24	INFO	gaincal::::	
2018-03-11 08:07:24	INFO	gaincal::::+	##########################################
2018-03-11 08:07:24	INFO	gaincal::::+	##### Begin Task: gaincal            #####
2018-03-11 08:07:24	INFO	gaincal::::	gaincal(vis="/opt/dared/opt/c5r1/mnt/dataproc/2016.1.00023.S_2018_03_09T13_37_06.344/SOUS_uid___A001_X87d_X495/GOUS_uid___A001_X87d_X496/MOUS_uid___A001_X87d_X497/working/uid___A002_Xc27dd7_X2fc3.ms",caltable="/opt/dared/opt/c5r1/mnt/dataproc/2016.1.00023.S_2018_03_09T13_37_06.344/SOUS_uid___A001_X87d_X495/GOUS_uid___A001_X87d_X496/MOUS_uid___A001_X87d_X497/working/uid___A002_Xc27dd7_X2fc3.ms.hifa_gfluxscale.s15_2.spw24_26_22.solintint.gpcal.tbl",field="J0238+1636",spw="22,24,26",intent="CALIBRATE_FLUX#ON_SOURCE",
2018-03-11 08:07:24	INFO	gaincal::::+	        selectdata=True,timerange="",uvrange="",antenna="0~45",scan="",
2018-03-11 08:07:24	INFO	gaincal::::+	        observation="",msselect="",solint="int",combine="",preavg=-1.0,
2018-03-11 08:07:24	INFO	gaincal::::+	        refant="DA49",refantmode="flex",minblperant=2,minsnr=2.0,solnorm=False,
2018-03-11 08:07:24	INFO	gaincal::::+	        gaintype="G",smodel=[],calmode="p",append=False,splinetime=3600.0,
