2018-03-13 01:14:34	INFO	hif_mstransform::pipeline.infrastructure.basetask::	Starting execution for stage 23
2018-03-13 01:14:36	INFO	hif_mstransform::pipeline.infrastructure.jobrequest::	Executing mstransform(vis='uid___A002_Xc27dd7_X2fc3.ms', outputvis='/opt/dared/opt/c5r1/mnt/dataproc/2016.1.00023.S_2018_03_09T13_37_06.344/SOUS_uid___A001_X87d_X495/GOUS_uid___A001_X87d_X496/MOUS_uid___A001_X87d_X497/working/uid___A002_Xc27dd7_X2fc3_target.ms', intent='OBSERVE_TARGET#ON_SOURCE', field='NGC1068', datacolumn='corrected', reindex=False, spw='22,24,26')
2018-03-13 01:14:36	INFO	mstransform::::	
2018-03-13 01:14:36	INFO	mstransform::::+	##########################################
2018-03-13 01:14:36	INFO	mstransform::::+	##### Begin Task: mstransform        #####
2018-03-13 01:14:36	INFO	mstransform::::	mstransform(vis="/opt/dared/opt/c5r1/mnt/dataproc/2016.1.00023.S_2018_03_09T13_37_06.344/SOUS_uid___A001_X87d_X495/GOUS_uid___A001_X87d_X496/MOUS_uid___A001_X87d_X497/working/uid___A002_Xc27dd7_X2fc3.ms",outputvis="/opt/dared/opt/c5r1/mnt/dataproc/2016.1.00023.S_2018_03_09T13_37_06.344/SOUS_uid___A001_X87d_X495/GOUS_uid___A001_X87d_X496/MOUS_uid___A001_X87d_X497/working/uid___A002_Xc27dd7_X2fc3_target.ms",createmms=False,separationaxis="auto",numsubms="auto",
2018-03-13 01:14:36	INFO	mstransform::::+	        tileshape=[0],field="NGC1068",spw="22,24,26",scan="",antenna="",
2018-03-13 01:14:36	INFO	mstransform::::+	        correlation="",timerange="",intent="OBSERVE_TARGET#ON_SOURCE",array="",uvrange="",
2018-03-13 01:14:36	INFO	mstransform::::+	        observation="",feed="",datacolumn="corrected",realmodelcol=False,keepflags=True,
2018-03-13 01:14:36	INFO	mstransform::::+	        usewtspectrum=False,combinespws=False,chanaverage=False,chanbin=1,hanning=False,
2018-03-13 01:14:36	INFO	mstransform::::+	        regridms=False,mode="channel",nchan=-1,start=0,width=1,
2018-03-13 01:14:36	INFO	mstransform::::+	        nspw=1,interpolation="linear",phasecenter="",restfreq="",outframe="",
2018-03-13 01:14:36	INFO	mstransform::::+	        veltype="radio",preaverage=False,timeaverage=False,timebin="0s",timespan="",
2018-03-13 01:14:36	INFO	mstransform::::+	        maxuvwdistance=0.0,docallib=False,callib="",douvcontsub=False,fitspw="",
2018-03-13 01:14:36	INFO	mstransform::::+	        fitorder=0,want_cont=False,denoising_lib=True,nthreads=1,niter=1,
2018-03-13 01:14:36	INFO	mstransform::::+	        disableparallel=False,ddistart=-1,taql="",monolithic_processing=False,reindex=False)
2018-03-13 01:14:37	INFO	MSTransformManager::parseMsSpecParams	Input file name is /opt/dared/opt/c5r1/mnt/dataproc/2016.1.00023.S_2018_03_09T13_37_06.344/SOUS_uid___A001_X87d_X495/GOUS_uid___A001_X87d_X496/MOUS_uid___A001_X87d_X497/working/uid___A002_Xc27dd7_X2fc3.ms
2018-03-13 01:14:37	INFO	MSTransformManager::parseMsSpecParams	Data column is CORRECTED
2018-03-13 01:14:37	INFO	MSTransformManager::parseMsSpecParams	Output file name is /opt/dared/opt/c5r1/mnt/dataproc/2016.1.00023.S_2018_03_09T13_37_06.344/SOUS_uid___A001_X87d_X495/GOUS_uid___A001_X87d_X496/MOUS_uid___A001_X87d_X497/working/uid___A002_Xc27dd7_X2fc3_target.ms
2018-03-13 01:14:37	INFO	MSTransformManager::parseMsSpecParams	Re-index is disabled 
2018-03-13 01:14:37	INFO	MSTransformManager::parseMsSpecParams	Tile shape is [0]
2018-03-13 01:14:37	INFO	MSTransformManager::parseDataSelParams	field selection is NGC1068
2018-03-13 01:14:37	INFO	MSTransformManager::parseDataSelParams	spw selection is 22,24,26
2018-03-13 01:14:37	INFO	MSTransformManager::parseDataSelParams	scan intent selection is OBSERVE_TARGET#ON_SOURCE
2018-03-13 01:14:37	INFO	MSTransformManager::colCheckInfo	Adding DATA column to output MS from input CORRECTED_DATA column
